student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade,at_risk,academic_level,attendance_risk_level,sleep_deviation,deviation_bin,high_workload_low_sleep,engagement_score
377,Female,7.3,85.8,7.9,High School,Yes,Yes,No,56.0,99.3,A,0,excellent,Healthy,0.40000000000000036,0.0,0,0.860192516689955
378,Male,3.4,69.0,6.0,Masters,Yes,No,No,65.7,74.3,C,0,average,Moderate,1.5,2.0,0,0.2319127464679398
379,Female,5.2,82.5,7.1,Masters,Yes,Yes,No,59.7,93.3,A,0,excellent,Healthy,0.40000000000000036,0.0,0,0.7437509703462196
380,Male,2.4,76.6,7.8,Masters,Yes,Yes,No,59.3,79.4,C,0,average,Healthy,0.2999999999999998,0.0,0,0.577433628318584
381,Female,3.4,100.0,6.8,Bachelors,No,Yes,No,44.7,77.4,C,0,average,Healthy,0.7000000000000002,1.0,0,0.793859649122807
382,Female,6.2,83.2,7.3,PhD,Yes,No,No,86.1,100.0,A,0,excellent,Healthy,0.20000000000000018,0.0,0,0.45943952802359894
383,Female,2.6,86.2,6.2,Masters,Yes,Yes,No,61.8,76.8,C,0,average,Healthy,1.2999999999999998,1.0,0,0.6570020183201367
384,Male,6.2,90.5,6.6,High School,Yes,Yes,No,84.0,100.0,A,0,excellent,Healthy,0.9000000000000004,1.0,0,0.8466076696165192
385,Male,4.6,85.4,6.6,Bachelors,No,Yes,No,82.8,88.6,B,0,excellent,Healthy,0.9000000000000004,1.0,0,0.7388216115510015
386,Female,2.7,100.0,5.9,PhD,Yes,No,No,54.6,79.1,C,0,average,Healthy,1.5999999999999996,2.0,0,0.4298245614035088
387,Male,4.4,78.8,6.6,High School,Yes,No,No,56.9,79.4,C,0,average,Healthy,0.9000000000000004,1.0,0,0.3480437820214252
388,Male,5.0,86.9,4.9,,Yes,Yes,No,100.0,100.0,A,0,excellent,Healthy,2.5999999999999996,3.0,0,0.7674274181027791
389,Male,4.4,77.6,6.2,Masters,Yes,No,Yes,91.0,86.7,B,0,excellent,Healthy,1.2999999999999998,1.0,1,0.33919422449930137
390,Male,1.1,71.8,6.5,Bachelors,Yes,Yes,Yes,69.6,69.5,D,1,average,Moderate,1.0,1.0,1,0.48501785437043937
391,Male,2.4,78.9,6.5,High School,Yes,No,No,73.1,86.3,B,0,excellent,Healthy,1.0,1.0,0,0.2610619469026549
392,Male,3.1,84.6,6.5,High School,Yes,Yes,No,62.4,87.3,B,0,excellent,Healthy,1.0,1.0,0,0.6671324328520415
393,Female,3.4,80.7,6.7,,No,No,No,75.2,72.1,C,0,average,Healthy,0.7999999999999998,1.0,0,0.3181959323086478
394,Female,4.4,78.1,7.4,High School,Yes,Yes,No,61.4,92.3,A,0,excellent,Healthy,0.09999999999999964,0.0,0,0.6762148734668529
395,Male,3.8,70.9,7.8,Masters,Yes,No,Yes,45.6,67.6,D,1,average,Moderate,0.2999999999999998,0.0,0,0.2634684055270921
396,Female,1.5,84.2,6.0,Bachelors,Yes,Yes,No,54.1,72.7,C,0,average,Healthy,1.5,2.0,0,0.5940071417481758
397,Female,4.1,70.0,5.4,High School,Yes,Yes,No,70.3,76.1,C,0,average,Moderate,2.0999999999999996,2.0,0,0.6033224654556746
398,Female,4.4,92.6,5.5,High School,No,Yes,No,56.4,81.2,B,0,excellent,Healthy,2.0,2.0,0,0.7831470268591834
399,Female,4.3,85.8,6.2,Bachelors,Yes,Yes,No,69.2,90.4,A,0,excellent,Healthy,1.2999999999999998,1.0,0,0.728613569321534
400,Male,5.1,70.4,6.4,,Yes,Yes,No,57.1,73.2,C,0,average,Moderate,1.0999999999999996,1.0,0,0.6501319670858563
401,Female,4.8,81.9,5.9,Bachelors,Yes,No,Yes,60.6,85.2,B,0,excellent,Healthy,1.5999999999999996,2.0,1,0.3884489986027015
402,Female,4.2,77.5,5.2,Bachelors,Yes,Yes,No,80.2,96.4,A,0,excellent,Healthy,2.3,2.0,0,0.6630181648812297
403,Male,3.4,88.2,6.3,High School,Yes,No,Yes,73.0,81.9,B,0,excellent,Healthy,1.2000000000000002,1.0,1,0.3735056668219221
404,Male,1.0,98.4,7.0,Bachelors,Yes,No,No,69.9,86.5,B,0,excellent,Healthy,0.5,0.0,0,0.3434637478652384
405,Female,4.1,66.2,7.5,Bachelors,Yes,No,No,80.5,84.7,B,0,excellent,Moderate,0.0,0.0,0,0.2419655333022823
406,Female,3.8,86.2,6.1,PhD,Yes,No,No,75.8,93.0,A,0,excellent,Healthy,1.4000000000000004,1.0,0,0.37630026393417176
407,Female,3.9,83.4,6.3,Bachelors,Yes,No,No,87.4,78.9,C,0,average,Healthy,1.2000000000000002,1.0,0,0.36003726129483
408,Female,1.6,91.7,5.7,Bachelors,Yes,Yes,No,64.5,90.4,A,0,excellent,Healthy,1.7999999999999998,2.0,0,0.6537028411737308
409,Female,1.9,87.1,6.8,High School,No,No,No,64.8,80.1,B,0,excellent,Healthy,0.7000000000000002,1.0,0,0.29960409874243127
410,Female,5.1,77.5,5.8,,Yes,Yes,Yes,54.4,78.1,C,0,average,Healthy,1.7000000000000002,2.0,1,0.7024918490917559
411,Male,3.4,81.8,7.5,High School,Yes,No,No,64.9,70.1,C,0,average,Healthy,0.0,0.0,0,0.32630802670392794
412,Female,4.5,77.0,4.7,High School,Yes,No,No,81.6,90.2,A,0,excellent,Healthy,2.8,3.0,0,0.33915541065052013
413,Female,3.5,95.8,6.4,Masters,Yes,Yes,No,85.6,86.5,B,0,excellent,Healthy,1.0999999999999996,1.0,0,0.7672721627076541
414,Male,3.5,85.2,7.2,Bachelors,Yes,Yes,No,81.5,93.5,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.6891010712622263
415,Male,4.9,100.0,7.0,Bachelors,No,Yes,Yes,48.5,83.3,B,0,excellent,Healthy,0.5,0.0,0,0.8596491228070176
416,Male,2.7,84.4,10.0,Bachelors,Yes,No,Yes,83.0,81.2,B,0,excellent,Healthy,2.5,2.0,0,0.3147803136158982
417,Male,3.6,77.9,7.2,Masters,No,No,No,47.9,76.0,C,0,average,Healthy,0.2999999999999998,0.0,0,0.3063188945815868
418,Female,2.8,69.9,5.6,High School,Yes,Yes,No,80.8,84.9,B,0,excellent,Moderate,1.9000000000000004,2.0,0,0.5455674584691819
419,Female,2.8,67.0,6.7,Masters,Yes,No,No,65.6,79.2,C,0,average,Moderate,0.7999999999999998,1.0,0,0.1908476944573824
420,Female,3.0,69.2,4.7,Bachelors,No,No,No,78.4,72.8,C,0,average,Moderate,2.8,3.0,0,0.2158438130725043
421,Female,3.8,87.7,6.7,Bachelors,Yes,Yes,Yes,54.0,69.9,D,1,average,Healthy,0.7999999999999998,1.0,1,0.72069554417016
422,Female,2.8,90.1,5.8,Bachelors,No,Yes,No,84.1,89.6,B,0,excellent,Healthy,1.7000000000000002,2.0,0,0.6945350100916006
423,Female,5.4,69.2,7.9,High School,Yes,No,Yes,52.4,77.3,C,0,average,Moderate,0.40000000000000036,0.0,0,0.32110697096724117
424,Male,2.2,94.0,6.1,Masters,No,No,No,62.0,64.6,D,1,average,Healthy,1.4000000000000004,1.0,0,0.3636469492314858
425,Female,3.2,80.2,6.7,Bachelors,Yes,No,Yes,58.0,81.8,B,0,excellent,Healthy,0.7999999999999998,1.0,1,0.3057366868498681
426,Male,2.8,86.5,6.0,High School,Yes,Yes,No,48.9,86.2,B,0,excellent,Healthy,1.5,2.0,0,0.6679863375252291
427,Male,5.7,100.0,8.9,Bachelors,Yes,Yes,Yes,71.1,100.0,A,0,excellent,Healthy,1.4000000000000004,1.0,0,0.8947368421052632
428,Female,3.8,94.0,6.4,,Yes,Yes,No,91.7,100.0,A,0,excellent,Healthy,1.0999999999999996,1.0,0,0.7671557211613104
429,Male,5.0,82.3,9.0,Bachelors,Yes,Yes,No,100.0,100.0,A,0,excellent,Healthy,1.5,2.0,0,0.7335041142679709
430,Female,1.3,76.1,7.8,,Yes,Yes,No,71.2,72.0,C,0,average,Healthy,0.2999999999999998,0.0,0,0.5255006986492781
431,Male,3.9,63.5,7.4,High School,Yes,No,No,83.4,81.2,B,0,excellent,Moderate,0.09999999999999964,0.0,0,0.21328209905294213
432,Female,4.8,77.8,7.2,High School,Yes,Yes,No,72.8,100.0,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.6915463437354448
433,Male,3.6,82.9,7.3,High School,Yes,No,Yes,76.0,79.7,C,0,average,Healthy,0.20000000000000018,0.0,0,0.34319205092376964
434,Female,5.1,75.1,4.5,Bachelors,Yes,Yes,No,65.9,89.4,B,0,excellent,Healthy,3.0,3.0,0,0.6847927340475081
435,Female,2.7,83.7,6.5,High School,Yes,No,No,72.3,77.8,C,0,average,Healthy,1.0,1.0,0,0.30961807172799255
436,Female,5.6,85.8,7.8,High School,Yes,Yes,Yes,76.4,93.4,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.7856311131811831
437,Female,6.9,82.8,6.7,,Yes,Yes,Yes,63.1,100.0,A,0,excellent,Healthy,0.7999999999999998,1.0,1,0.8205247632355225
438,Female,3.0,78.5,5.1,Masters,Yes,Yes,No,69.1,76.5,C,0,average,Healthy,2.4000000000000004,2.0,0,0.6177612172022978
439,Male,2.8,86.7,6.7,Masters,Yes,No,No,69.3,79.3,C,0,average,Healthy,0.7999999999999998,1.0,0,0.33612793044558303
440,Male,5.7,89.4,8.8,High School,No,No,No,79.9,100.0,A,0,excellent,Healthy,1.3000000000000007,1.0,0,0.4832324173265022
441,Male,5.9,74.1,8.3,High School,Yes,Yes,No,57.2,98.9,A,0,excellent,Moderate,0.8000000000000007,1.0,0,0.7125058220773172
442,Female,2.7,99.1,6.7,High School,Yes,Yes,Yes,69.4,87.5,B,0,excellent,Healthy,0.7999999999999998,1.0,1,0.7565207265952493
443,Male,2.9,84.0,7.9,Masters,Yes,No,Yes,92.9,85.2,B,0,excellent,Healthy,0.40000000000000036,0.0,0,0.3206023909330849
444,Female,3.1,85.2,6.4,,Yes,Yes,No,84.0,86.0,B,0,excellent,Healthy,1.0999999999999996,1.0,0,0.6715572116131036
445,Female,1.5,92.1,4.8,Bachelors,Yes,Yes,Yes,86.2,80.7,B,0,excellent,Healthy,2.7,3.0,1,0.6522667287688247
446,Male,2.1,87.3,5.7,High School,Yes,No,No,70.3,79.9,C,0,average,Healthy,1.7999999999999998,2.0,0,0.30985095482068
447,Male,2.0,94.5,8.7,Bachelors,Yes,No,No,73.9,79.1,C,0,average,Healthy,1.1999999999999993,1.0,0,0.35856233504114265
448,Female,2.3,87.9,6.5,High School,Yes,Yes,Yes,82.0,87.1,B,0,excellent,Healthy,1.0,1.0,1,0.6563809967396367
449,Male,3.4,78.9,6.5,Bachelors,Yes,Yes,No,88.7,90.7,A,0,excellent,Healthy,1.0,1.0,0,0.6382549293587952
450,Female,3.9,88.6,6.4,Bachelors,Yes,No,Yes,46.6,64.6,D,1,average,Healthy,1.0999999999999996,1.0,1,0.3983853438907002
451,Female,5.8,73.6,9.1,Masters,No,Yes,No,54.2,77.9,C,0,average,Moderate,1.5999999999999996,2.0,0,0.7044325415308181
452,Female,2.0,86.1,8.8,High School,Yes,Yes,Yes,85.7,82.0,B,0,excellent,Healthy,1.3000000000000007,1.0,0,0.6299487657196087
453,Female,5.0,84.7,9.5,High School,Yes,No,No,66.7,92.8,A,0,excellent,Healthy,2.0,2.0,0,0.41786989597888535
454,Female,3.2,82.9,6.6,,No,No,No,61.9,85.4,B,0,excellent,Healthy,0.9000000000000004,1.0,0,0.3256481912746469
455,Male,3.4,83.7,7.2,High School,Yes,Yes,No,55.0,80.7,B,0,excellent,Healthy,0.2999999999999998,0.0,0,0.6736531594472908
456,Male,4.5,66.2,5.0,High School,Yes,No,No,63.3,72.7,C,0,average,Moderate,2.5,2.0,0,0.2595093929514051
457,Female,1.8,79.5,8.6,High School,Yes,No,Yes,53.2,68.8,D,1,average,Healthy,1.0999999999999996,1.0,0,0.2391709361900326
458,Female,4.1,85.9,5.4,High School,No,Yes,No,95.1,89.9,B,0,excellent,Healthy,2.0999999999999996,2.0,0,0.7205791026238163
459,Male,3.7,86.6,7.1,Bachelors,No,No,No,69.7,83.3,B,0,excellent,Healthy,0.40000000000000036,0.0,0,0.3748641515292656
460,Male,4.2,74.7,5.5,Masters,Yes,Yes,No,69.3,86.8,B,0,excellent,Moderate,2.0,2.0,0,0.6423691973296073
461,Female,3.9,97.7,6.1,High School,Yes,Yes,Yes,77.1,98.2,A,0,excellent,Healthy,1.4000000000000004,1.0,1,0.7988278217668064
462,Male,7.2,76.3,5.8,Bachelors,Yes,No,No,81.5,100.0,A,0,excellent,Healthy,1.7000000000000002,2.0,0,0.45241422139419346
463,Female,2.5,94.7,6.1,Masters,Yes,Yes,Yes,81.4,95.1,A,0,excellent,Healthy,1.4000000000000004,1.0,1,0.715300419189567
464,Male,2.7,89.3,6.2,Bachelors,Yes,Yes,No,82.9,93.5,A,0,excellent,Healthy,1.2999999999999998,1.0,0,0.6842493401645706
465,Female,2.6,78.5,6.1,PhD,No,Yes,Yes,62.4,63.2,D,1,average,Healthy,1.4000000000000004,1.0,1,0.600217357553175
466,Male,2.7,100.0,7.8,PhD,Yes,Yes,No,66.4,100.0,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.7631578947368421
467,Female,2.5,73.1,5.5,High School,Yes,No,Yes,79.2,77.1,C,0,average,Moderate,2.0,2.0,1,0.22267505045800337
468,Male,5.3,94.2,7.1,Masters,Yes,No,No,63.7,88.8,B,0,excellent,Healthy,0.40000000000000036,0.0,0,0.5010867877658748
469,Male,5.6,95.0,8.3,Bachelors,Yes,No,No,69.9,100.0,A,0,excellent,Healthy,0.8000000000000007,1.0,0,0.5201443875174663
470,Female,2.6,78.3,6.2,,Yes,Yes,Yes,74.8,89.9,B,0,excellent,Healthy,1.2999999999999998,1.0,1,0.5987424312994877
471,Male,2.3,98.9,5.9,Bachelors,Yes,Yes,No,79.4,87.6,B,0,excellent,Healthy,1.5999999999999996,2.0,0,0.7375019406924391
472,Female,4.2,82.5,6.5,,No,Yes,Yes,48.7,68.0,D,1,average,Healthy,1.0,1.0,1,0.6998913212234125
473,Male,2.7,87.9,8.2,Masters,No,Yes,No,78.6,82.2,B,0,excellent,Healthy,0.6999999999999993,1.0,0,0.6739248563887595
474,Female,4.4,87.6,7.0,High School,Yes,Yes,No,67.2,94.0,A,0,excellent,Healthy,0.5,0.0,0,0.7462738705170006
475,Male,3.8,83.7,6.2,Bachelors,No,No,No,78.5,90.9,A,0,excellent,Healthy,1.2999999999999998,1.0,0,0.3578636857630803
476,Female,1.2,93.1,7.4,,Yes,No,No,79.3,85.0,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.3131501319670858
477,Male,5.8,92.9,5.5,PhD,Yes,No,Yes,89.3,100.0,A,0,excellent,Healthy,2.0,2.0,1,0.5134295916783108
478,Female,6.2,67.5,7.6,High School,Yes,Yes,No,86.2,100.0,A,0,excellent,Moderate,0.09999999999999964,0.0,0,0.6769911504424778
479,Male,2.6,98.0,7.3,Masters,Yes,No,Yes,86.2,87.4,B,0,excellent,Healthy,0.20000000000000018,0.0,0,0.4106893339543549
480,Female,2.9,68.4,6.4,High School,No,Yes,No,87.3,84.8,B,0,excellent,Moderate,1.0999999999999996,1.0,0,0.5388914764788076
481,Female,3.9,95.3,5.8,High School,Yes,Yes,No,73.5,89.5,B,0,excellent,Healthy,1.7000000000000002,2.0,0,0.7811287067225585
482,Female,4.0,96.3,5.7,Bachelors,Yes,No,No,70.4,92.3,A,0,excellent,Healthy,1.7999999999999998,2.0,0,0.45955596956994255
483,Male,4.5,74.1,7.4,High School,Yes,No,Yes,80.5,86.6,B,0,excellent,Moderate,0.09999999999999964,0.0,0,0.317768979972054
484,Female,6.5,80.9,8.3,Masters,Yes,Yes,No,78.8,100.0,A,0,excellent,Healthy,0.8000000000000007,1.0,0,0.7889691041763701
485,Male,3.2,73.9,6.0,High School,Yes,Yes,No,66.3,75.7,C,0,average,Moderate,1.5,2.0,0,0.592609843192051
486,Female,2.3,82.9,7.4,Masters,Yes,Yes,Yes,74.9,87.3,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.6195078403974539
487,Male,1.4,81.9,4.3,High School,Yes,No,No,69.6,66.6,D,1,average,Healthy,3.2,3.0,0,0.23932619158515764
488,Female,2.4,92.8,6.1,High School,Yes,Yes,No,59.8,74.1,C,0,average,Healthy,1.4000000000000004,1.0,0,0.6969026548672567
489,Male,3.5,98.1,6.8,High School,Yes,No,No,85.5,100.0,A,0,excellent,Healthy,0.7000000000000002,1.0,0,0.45090048129172483
490,Male,6.2,99.0,5.7,High School,Yes,Yes,No,70.7,100.0,A,0,excellent,Healthy,1.7999999999999998,2.0,0,0.9092920353982302
491,Female,2.7,79.4,5.7,High School,Yes,Yes,No,94.6,74.3,C,0,average,Healthy,1.7999999999999998,2.0,0,0.6112404906070487
492,Male,3.8,82.9,6.0,High School,Yes,Yes,Yes,50.5,71.1,C,0,average,Healthy,1.5,2.0,1,0.6852973140816644
493,Male,3.5,68.2,7.2,Bachelors,Yes,Yes,No,63.3,66.7,D,1,average,Moderate,0.2999999999999998,0.0,0,0.5637323396988045
494,Female,5.3,76.9,6.6,High School,Yes,Yes,Yes,70.4,82.1,B,0,excellent,Healthy,0.9000000000000004,1.0,1,0.7068390001552555
495,Male,7.3,94.6,4.1,Bachelors,Yes,No,No,83.6,88.5,B,0,excellent,Healthy,3.4000000000000004,3.0,0,0.5917559385188635
496,Male,2.7,100.0,4.3,Bachelors,No,No,No,74.8,79.4,C,0,average,Healthy,3.2,3.0,0,0.4298245614035088
497,Male,2.8,72.7,6.1,PhD,Yes,No,No,73.7,71.0,C,0,average,Moderate,1.4000000000000004,1.0,0,0.2328830926874709
498,Female,5.1,79.1,7.3,,Yes,No,No,56.5,85.4,B,0,excellent,Healthy,0.20000000000000018,0.0,0,0.38095792578792115
499,Male,4.5,84.7,3.5,Bachelors,No,No,Yes,56.1,61.8,D,1,average,Healthy,4.0,4.0,1,0.39594007141748183
500,Female,6.3,87.8,6.2,High School,Yes,No,No,73.9,99.6,A,0,excellent,Healthy,1.2999999999999998,1.0,0,0.49774879677068773
501,Male,4.4,76.9,6.2,High School,Yes,No,No,53.6,76.1,C,0,average,Healthy,1.2999999999999998,1.0,0,0.3340319826113958
502,Male,3.0,89.2,8.5,,Yes,Yes,Yes,63.6,90.4,A,0,excellent,Healthy,1.0,1.0,0,0.6966697717745692
503,Male,4.4,80.3,6.3,High School,No,Yes,No,76.0,93.3,A,0,excellent,Healthy,1.2000000000000002,1.0,0,0.6924390622574134
504,Female,5.2,84.9,7.3,High School,No,Yes,No,58.2,88.9,B,0,excellent,Healthy,0.20000000000000018,0.0,0,0.7614500853904674
505,Male,4.7,90.5,7.0,High School,Yes,Yes,No,89.3,99.0,A,0,excellent,Healthy,0.5,0.0,0,0.7808181959323086
506,Male,4.3,85.1,4.2,High School,Yes,Yes,Yes,84.7,100.0,A,0,excellent,Healthy,3.3,3.0,1,0.7234513274336282
507,Female,5.1,80.6,7.7,High School,Yes,No,No,51.1,74.5,C,0,average,Healthy,0.20000000000000018,0.0,0,0.392019872690576
508,Male,5.3,83.9,7.1,Masters,No,Yes,Yes,58.8,72.8,C,0,average,Healthy,0.40000000000000036,0.0,0,0.7584614190343114
509,Female,5.6,84.1,7.4,High School,No,Yes,Yes,42.6,76.1,C,0,average,Healthy,0.09999999999999964,0.0,0,0.7730942400248408
510,Female,4.5,81.3,10.0,Bachelors,Yes,Yes,Yes,60.6,99.5,A,0,excellent,Healthy,2.5,2.0,0,0.7041996584381307
511,Male,3.2,82.4,4.3,High School,Yes,Yes,Yes,79.2,79.9,C,0,average,Healthy,3.2,3.0,1,0.6552942089737619
512,Female,3.7,100.0,8.9,High School,Yes,Yes,Yes,65.0,88.2,B,0,excellent,Healthy,1.4000000000000004,1.0,0,0.8070175438596491
513,Male,5.3,90.6,6.5,,Yes,Yes,No,75.5,88.9,B,0,excellent,Healthy,1.0,1.0,0,0.8078714485328365
514,Female,2.3,82.0,7.1,High School,Yes,Yes,No,51.7,77.9,C,0,average,Healthy,0.40000000000000036,0.0,0,0.6128706722558609
515,Female,4.1,92.0,6.7,Masters,Yes,Yes,Yes,79.6,97.2,A,0,excellent,Healthy,0.7999999999999998,1.0,1,0.7655643533612793
516,Male,2.9,81.7,6.3,Bachelors,Yes,No,Yes,63.3,79.3,C,0,average,Healthy,1.2000000000000002,1.0,1,0.30364073901568084
517,Female,3.5,96.7,6.1,High School,Yes,No,No,70.1,84.2,B,0,excellent,Healthy,1.4000000000000004,1.0,0,0.44057599751591364
518,Female,5.4,88.7,7.2,,No,Yes,No,68.9,86.3,B,0,excellent,Healthy,0.2999999999999998,0.0,0,0.7982456140350878
519,Female,3.8,83.9,5.0,High School,Yes,Yes,Yes,54.7,67.6,D,1,average,Healthy,2.5,2.0,1,0.692671945350101
520,Female,3.6,89.5,7.7,PhD,Yes,Yes,Yes,56.2,80.7,B,0,excellent,Healthy,0.20000000000000018,0.0,0,0.7251979506287843
521,Female,1.5,69.3,6.3,High School,Yes,No,Yes,81.6,64.7,D,1,average,Moderate,1.2000000000000002,1.0,1,0.15079180251513738
522,Male,4.6,73.7,5.4,PhD,No,Yes,Yes,74.8,71.8,C,0,average,Moderate,2.0999999999999996,2.0,1,0.6525384257102934
523,Female,4.5,73.1,6.3,High School,Yes,Yes,Yes,82.6,84.9,B,0,excellent,Moderate,1.2000000000000002,1.0,1,0.6437276820369507
524,Male,6.7,86.4,8.3,Bachelors,Yes,No,No,73.9,100.0,A,0,excellent,Healthy,0.8000000000000007,1.0,0,0.5049681726439995
525,Female,3.0,100.0,6.2,Masters,Yes,Yes,Yes,71.7,82.4,B,0,excellent,Healthy,1.2999999999999998,1.0,1,0.7763157894736842
526,Male,3.8,100.0,7.2,,Yes,Yes,No,49.3,87.3,B,0,excellent,Healthy,0.2999999999999998,0.0,0,0.8114035087719298
527,Male,3.9,91.4,5.9,,Yes,Yes,Yes,66.8,84.8,B,0,excellent,Healthy,1.5999999999999996,2.0,1,0.752367644775656
528,Female,5.9,90.0,7.7,Masters,Yes,No,No,69.7,96.4,A,0,excellent,Healthy,0.20000000000000018,0.0,0,0.49642912591212546
529,Female,3.4,67.0,7.6,PhD,No,No,No,93.4,84.3,B,0,excellent,Moderate,0.09999999999999964,0.0,0,0.21716348393106663
530,Female,3.9,79.6,9.0,High School,Yes,No,No,78.2,84.5,B,0,excellent,Healthy,1.5,2.0,0,0.33201366247477093
531,Male,4.4,77.1,6.6,High School,Yes,Yes,No,88.4,94.7,A,0,excellent,Healthy,0.9000000000000004,1.0,0,0.6688402421984163
532,Female,3.8,78.8,7.6,High School,Yes,Yes,No,77.2,89.6,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.6550613258810744
533,Male,2.8,83.3,6.9,Bachelors,Yes,No,No,61.5,68.6,D,1,average,Healthy,0.5999999999999996,1.0,0,0.3110541841328986
534,Male,3.8,80.3,8.4,Bachelors,Yes,No,No,71.4,92.8,A,0,excellent,Healthy,0.9000000000000004,1.0,0,0.33278993945039587
535,Male,5.1,65.2,5.9,Bachelors,Yes,Yes,No,72.8,80.7,B,0,excellent,Moderate,1.5999999999999996,2.0,0,0.6117838844899861
536,Female,2.0,92.5,7.7,High School,Yes,No,No,58.7,77.6,C,0,average,Healthy,0.20000000000000018,0.0,0,0.34381307250426957
537,Female,3.7,74.3,6.6,Masters,Yes,Yes,No,65.4,87.7,B,0,excellent,Moderate,0.9000000000000004,1.0,0,0.617489520260829
538,Male,2.4,87.4,6.7,High School,Yes,Yes,No,67.5,86.0,B,0,excellent,Healthy,0.7999999999999998,1.0,0,0.6570796460176992
539,Male,5.3,100.0,6.9,High School,Yes,No,No,89.3,100.0,A,0,excellent,Healthy,0.5999999999999996,1.0,0,0.543859649122807
540,Female,1.2,75.8,7.1,Bachelors,Yes,Yes,Yes,45.0,57.3,F,1,poor,Healthy,0.40000000000000036,0.0,0,0.5189023443564663
541,Male,2.7,59.7,6.7,Masters,No,No,Yes,84.5,75.6,C,0,average,Critical,0.7999999999999998,1.0,1,0.1326269212855147
542,Female,4.1,82.1,7.1,Masters,Yes,Yes,No,58.8,87.3,B,0,excellent,Healthy,0.40000000000000036,0.0,0,0.6925555038037571
543,Male,5.8,96.0,8.7,Bachelors,Yes,Yes,Yes,53.5,88.8,B,0,excellent,Healthy,1.1999999999999993,1.0,0,0.8696242819437976
544,Female,3.4,100.0,8.0,High School,Yes,No,No,84.2,91.8,A,0,excellent,Healthy,0.5,0.0,0,0.4605263157894737
545,Male,2.7,72.7,7.8,Bachelors,Yes,No,Yes,78.8,66.0,D,1,average,Moderate,0.2999999999999998,0.0,0,0.22849712777519024
546,Female,6.3,90.0,6.3,High School,Yes,Yes,No,85.1,100.0,A,0,excellent,Healthy,1.2000000000000002,1.0,0,0.8473063188945815
547,Male,1.3,80.3,5.7,Bachelors,No,Yes,No,79.6,71.1,C,0,average,Healthy,1.7999999999999998,2.0,0,0.5564741499767116
548,Female,0.5,83.9,7.9,Bachelors,Yes,No,No,94.7,88.8,B,0,excellent,Healthy,0.40000000000000036,0.0,0,0.21460176991150448
549,Female,4.2,100.0,7.9,High School,Yes,Yes,No,76.7,100.0,A,0,excellent,Healthy,0.40000000000000036,0.0,0,0.8289473684210527
550,Male,2.7,70.0,8.6,High School,Yes,No,No,68.1,85.2,B,0,excellent,Moderate,1.0999999999999996,1.0,0,0.20858562335041145
551,Male,2.0,87.5,6.1,,Yes,No,No,74.1,75.4,C,0,average,Healthy,1.4000000000000004,1.0,0,0.30693991616208666
552,Female,4.6,89.7,6.5,,Yes,Yes,No,84.9,100.0,A,0,excellent,Healthy,1.0,1.0,0,0.7705325260052787
553,Male,3.9,95.9,4.8,Bachelors,Yes,Yes,Yes,60.6,78.9,C,0,average,Healthy,2.7,3.0,1,0.7855534854836206
554,Female,2.7,86.0,6.3,High School,Yes,Yes,No,62.2,83.4,B,0,excellent,Healthy,1.2000000000000002,1.0,0,0.65991305697873
555,Male,1.6,88.1,8.0,High School,No,No,No,66.3,63.4,D,1,average,Healthy,0.5,0.0,0,0.29382083527402575
556,Female,4.8,81.1,6.2,Bachelors,Yes,Yes,No,44.7,80.7,B,0,excellent,Healthy,1.2999999999999998,1.0,0,0.7158826269212856
557,Female,4.5,87.7,7.6,,Yes,Yes,No,71.7,80.8,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.7513972985561249
558,Female,3.4,81.6,6.6,High School,Yes,Yes,No,47.4,73.1,C,0,average,Healthy,0.9000000000000004,1.0,0,0.658166433783574
559,Female,6.3,91.2,7.2,Masters,Yes,No,Yes,70.6,99.8,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.5228225430833722
560,Female,1.9,81.3,5.4,High School,Yes,Yes,Yes,80.4,73.5,C,0,average,Healthy,2.0999999999999996,2.0,1,0.5901645707188324
561,Female,1.2,88.8,6.9,,Yes,Yes,No,64.3,68.2,D,1,average,Healthy,0.5999999999999996,1.0,0,0.6147725508461419
562,Male,2.5,84.7,3.2,Bachelors,No,No,No,90.1,83.9,B,0,excellent,Healthy,4.3,4.0,0,0.30822077317186775
563,Male,3.4,96.3,6.6,Masters,No,No,No,52.5,75.3,C,0,average,Healthy,0.9000000000000004,1.0,0,0.43324018009625836
564,Male,3.9,84.5,4.8,High School,No,No,Yes,84.3,78.7,C,0,average,Healthy,2.7,3.0,1,0.36814935569011026
565,Female,3.1,67.3,8.2,Bachelors,Yes,Yes,No,78.1,82.8,B,0,excellent,Moderate,0.6999999999999993,1.0,0,0.5395513119080888
